GeneSym	NA	GeneID
TARS	na	6897
TARS2	na	80222
TARSL2	na	123283
TAS1R1	na	80835
TAS1R2	na	80834
TAS1R3	na	83756
TAS2R1	na	50834
TAS2R10	na	50839
TAS2R13	na	50838
TAS2R14	na	50840
TAS2R16	na	50833
TAS2R19	na	259294
TAS2R20	na	259295
TAS2R3	na	50831
TAS2R30	na	259293
TAS2R31	na	259290
TAS2R38	na	5726
TAS2R39	na	259285
TAS2R4	na	50832
TAS2R40	na	259286
TAS2R41	na	259287
TAS2R42	na	353164
TAS2R43	na	259289
TAS2R46	na	259292
TAS2R5	na	54429
TAS2R50	na	259296
TAS2R60	na	338398
TAS2R7	na	50837
TAS2R8	na	50836
TAS2R9	na	50835
TASP1	na	55617
TAT	na	6898
TATDN1	na	83940
TATDN2	na	9797
TATDN3	na	128387
TAX1BP1	na	8887
TAX1BP3	na	30851
TAZ	na	6901
TBATA	na	219793
TBC1D1	na	23216
TBC1D10A	na	83874
TBC1D10B	na	26000
TBC1D10C	na	374403
TBC1D12	na	23232
TBC1D13	na	54662
TBC1D14	na	57533
TBC1D15	na	64786
TBC1D16	na	125058
TBC1D17	na	79735
TBC1D19	na	55296
TBC1D2	na	55357
TBC1D20	na	128637
TBC1D21	na	161514
TBC1D22A	na	25771
TBC1D22B	na	55633
TBC1D23	na	55773
TBC1D24	na	57465
TBC1D25	na	4943
TBC1D26	na	353149
TBC1D28	na	254272
TBC1D29	na	26083
TBC1D2B	na	23102
TBC1D3	na	729873
TBC1D30	na	23329
TBC1D31	na	93594
TBC1D32	na	221322
TBC1D3B	na	414059
TBC1D3C	na	414060
TBC1D3F	na	84218
TBC1D3H	na	729877
TBC1D3P1-DHX40P1	na	653645
TBC1D3P2	na	440452
TBC1D3P5	na	440419
TBC1D4	na	9882
TBC1D5	na	9779
TBC1D7	na	51256
TBC1D8	na	11138
TBC1D8B	na	54885
TBC1D9	na	23158
TBC1D9B	na	23061
TBCA	na	6902
TBCB	na	1155
TBCC	na	6903
TBCCD1	na	55171
TBCD	na	6904
TBCE	na	6905
TBCEL	na	219899
TBCK	na	93627
TBK1	na	29110
TBKBP1	na	9755
TBL1X	na	6907
TBL1XR1	na	79718
TBL1Y	na	90665
TBL2	na	26608
TBL3	na	10607
TBP	na	6908
TBPL1	na	9519
TBPL2	na	387332
TBR1	na	10716
TBRG1	na	84897
TBRG4	na	9238
TBX1	na	6899
TBX10	na	347853
TBX15	na	6913
TBX18	na	9096
TBX19	na	9095
TBX2	na	6909
TBX20	na	57057
TBX21	na	30009
TBX22	na	50945
TBX3	na	6926
TBX4	na	9496
TBX5	na	6910
TBX6	na	6911
TBXA2R	na	6915
TBXAS1	na	6916
TC2N	na	123036
TCAIM	na	285343
TCAM1P	na	146771
TCAP	na	8557
TCEA1	na	6917
TCEA2	na	6919
TCEA3	na	6920
TCEAL1	na	9338
TCEAL2	na	140597
TCEAL3	na	85012
TCEAL4	na	79921
TCEAL5	na	340543
TCEAL6	na	158931
TCEAL7	na	56849
TCEAL8	na	90843
TCEANC	na	170082
TCEANC2	na	127428
TCEB1	na	6921
TCEB2	na	6923
TCEB3	na	6924
TCEB3B	na	51224
TCEB3C	na	162699
TCEB3CL	na	728929
TCERG1	na	10915
TCERG1L	na	256536
TCF12	na	6938
TCF15	na	6939
TCF19	na	6941
TCF20	na	6942
TCF21	na	6943
TCF23	na	150921
TCF24	na	100129654
TCF25	na	22980
TCF3	na	6929
TCF4	na	6925
TCF7	na	6932
TCF7L1	na	83439
TCF7L2	na	6934
TCFL5	na	10732
TCHH	na	7062
TCHHL1	na	126637
TCHP	na	84260
TCIRG1	na	10312
TCL1A	na	8115
TCL1B	na	9623
TCL6	na	27004
TCN1	na	6947
TCN2	na	6948
TCOF1	na	6949
TCP1	na	6950
TCP10	na	6953
TCP10L	na	140290
TCP10L2	na	401285
TCP11	na	6954
TCP11L1	na	55346
TCP11L2	na	255394
TCP11X2	na	100996648
TCTA	na	6988
TCTE1	na	202500
TCTE3	na	6991
TCTEX1D1	na	200132
TCTEX1D2	na	255758
TCTEX1D4	na	343521
TCTN1	na	79600
TCTN2	na	79867
TCTN3	na	26123
TDG	na	6996
TDGF1	na	6997
TDGF1P3	na	6998
TDH	na	157739
TDO2	na	6999
TDP1	na	55775
TDP2	na	51567
TDRD1	na	56165
TDRD10	na	126668
TDRD12	na	91646
TDRD3	na	81550
TDRD5	na	163589
TDRD6	na	221400
TDRD7	na	23424
TDRD9	na	122402
TDRG1	na	732253
TDRKH	na	11022
TDRP	na	157695
TEAD1	na	7003
TEAD2	na	8463
TEAD3	na	7005
TEAD4	na	7004
TEC	na	7006
TECPR1	na	25851
TECPR2	na	9895
TECR	na	9524
TECRL	na	253017
TECTA	na	7007
TECTB	na	6975
TEDDM1	na	127670
TEF	na	7008
TEFM	na	79736
TEK	na	7010
TEKT1	na	83659
TEKT2	na	27285
TEKT3	na	64518
TEKT4	na	150483
TEKT4P2	na	100132288
TEKT5	na	146279
TELO2	na	9894
TEN1	na	100134934
TEN1-CDK3	na	100529145
TENC1	na	23371
TENM1	na	10178
TENM2	na	57451
TENM3	na	55714
TENM4	na	26011
TEP1	na	7011
TEPP	na	374739
TERC	na	7012
TERF1	na	7013
TERF2	na	7014
TERF2IP	na	54386
TERT	na	7015
TES	na	26136
TESC	na	54997
TESK1	na	7016
TESK2	na	10420
TESPA1	na	9840
TET1	na	80312
TET2	na	54790
TET3	na	200424
TEX10	na	54881
TEX101	na	83639
TEX11	na	56159
TEX12	na	56158
TEX13A	na	56157
TEX13B	na	56156
TEX14	na	56155
TEX15	na	56154
TEX19	na	400629
TEX2	na	55852
TEX21P	na	441687
TEX22	na	647310
TEX26	na	122046
TEX261	na	113419
TEX264	na	51368
TEX28	na	1527
TEX29	na	121793
TEX30	na	93081
TEX33	na	339669
TEX35	na	84066
TEX36	na	387718
TEX37	na	200523
TEX38	na	374973
TEX40	na	25858
TEX41	na	401014
TEX43	na	389320
TEX9	na	374618
TF	na	7018
TFAM	na	7019
TFAMP1	na	260341
TFAP2A	na	7020
TFAP2B	na	7021
TFAP2C	na	7022
TFAP2D	na	83741
TFAP2E	na	339488
TFAP4	na	7023
TFB1M	na	51106
TFB2M	na	64216
TFCP2	na	7024
TFCP2L1	na	29842
TFDP1	na	7027
TFDP2	na	7029
TFDP3	na	51270
TFE3	na	7030
TFEB	na	7942
TFEC	na	22797
TFF1	na	7031
TFF2	na	7032
TFF3	na	7033
TFG	na	10342
TFIP11	na	24144
TFPI	na	7035
TFPI2	na	7980
TFPT	na	29844
TFR2	na	7036
TFRC	na	7037
TG	na	7038
TGDS	na	23483
TGFA	na	7039
TGFB1	na	7040
TGFB1I1	na	7041
TGFB2	na	7042
TGFB3	na	7043
TGFBI	na	7045
TGFBR1	na	7046
TGFBR2	na	7048
TGFBR3	na	7049
TGFBR3L	na	100507588
TGFBRAP1	na	9392
TGIF1	na	7050
TGIF2	na	60436
TGIF2-C20ORF24	na	100527943
TGIF2LX	na	90316
TGIF2LY	na	90655
TGM1	na	7051
TGM2	na	7052
TGM3	na	7053
TGM4	na	7047
TGM5	na	9333
TGM6	na	343641
TGM7	na	116179
TGOLN2	na	10618
TGS1	na	96764
TH	na	7054
THADA	na	63892
THAP1	na	55145
THAP10	na	56906
THAP11	na	57215
THAP2	na	83591
THAP3	na	90326
THAP4	na	51078
THAP5	na	168451
THAP6	na	152815
THAP7	na	80764
THAP7-AS1	na	439931
THAP8	na	199745
THAP9	na	79725
THBD	na	7056
THBS1	na	7057
THBS2	na	7058
THBS3	na	7059
THBS4	na	7060
THCYTX	na	84434
THEG	na	51298
THEG5	na	100507527
THEGL	na	100506564
THEM4	na	117145
THEM5	na	284486
THEM6	na	51337
THEMIS	na	387357
THEMIS2	na	9473
THG1L	na	54974
THNSL1	na	79896
THNSL2	na	55258
THOC1	na	9984
THOC2	na	57187
THOC3	na	84321
THOC5	na	8563
THOC6	na	79228
THOC7	na	80145
THOP1	na	7064
THPO	na	7066
THRA	na	7067
THRAP3	na	9967
THRB	na	7068
THRSP	na	7069
THSD1	na	55901
THSD1P1	na	374500
THSD4	na	79875
THSD7A	na	221981
THSD7B	na	80731
THTPA	na	79178
THUMPD1	na	55623
THUMPD2	na	80745
THUMPD3	na	25917
THY1	na	7070
THYN1	na	29087
TIA1	na	7072
TIAF1	na	9220
TIAL1	na	7073
TIAM1	na	7074
TIAM2	na	26230
TICAM1	na	148022
TICAM2	na	353376
TICRR	na	90381
TIE1	na	7075
TIFA	na	92610
TIFAB	na	497189
TIGD1	na	200765
TIGD2	na	166815
TIGD3	na	220359
TIGD4	na	201798
TIGD5	na	84948
TIGD6	na	81789
TIGD7	na	91151
TIGIT	na	201633
TIMD4	na	91937
TIMELESS	na	8914
TIMM10	na	26519
TIMM10B	na	26515
TIMM13	na	26517
TIMM17A	na	10440
TIMM17B	na	10245
TIMM21	na	29090
TIMM22	na	29928
TIMM23	na	100287932
TIMM44	na	10469
TIMM50	na	92609
TIMM8A	na	1678
TIMM8B	na	26521
TIMM9	na	26520
TIMMDC1	na	51300
TIMP1	na	7076
TIMP2	na	7077
TIMP3	na	7078
TIMP4	na	7079
TINAG	na	27283
TINAGL1	na	64129
TINCR	na	257000
TINF2	na	26277
TIPARP	na	25976
TIPARP-AS1	na	100287227
TIPIN	na	54962
TIPRL	na	261726
TIRAP	na	114609
TISP43	na	150527
TJAP1	na	93643
TJP1	na	7082
TJP2	na	9414
TJP3	na	27134
TK1	na	7083
TK2	na	7084
TKT	na	7086
TKTL1	na	8277
TKTL2	na	84076
TLCD1	na	116238
TLCD2	na	727910
TLDC1	na	57707
TLDC2	na	140711
TLE1	na	7088
TLE2	na	7089
TLE3	na	7090
TLE4	na	7091
TLE6	na	79816
TLK1	na	9874
TLK2	na	11011
TLL1	na	7092
TLL2	na	7093
TLN1	na	7094
TLN2	na	83660
TLR1	na	7096
TLR10	na	81793
TLR2	na	7097
TLR3	na	7098
TLR4	na	7099
TLR5	na	7100
TLR6	na	10333
TLR7	na	51284
TLR8	na	51311
TLR8-AS1	na	349408
TLR9	na	54106
TLX1	na	3195
TLX1NB	na	100038246
TLX2	na	3196
TLX3	na	30012
TM2D1	na	83941
TM2D2	na	83877
TM2D3	na	80213
TM4SF1	na	4071
TM4SF18	na	116441
TM4SF19	na	116211
TM4SF19-TCTEX1D2	na	100534611
TM4SF20	na	79853
TM4SF4	na	7104
TM4SF5	na	9032
TM6SF1	na	53346
TM6SF2	na	53345
TM7SF2	na	7108
TM7SF3	na	51768
TM9SF1	na	10548
TM9SF2	na	9375
TM9SF3	na	56889
TM9SF4	na	9777
TMA16	na	55319
TMA7	na	51372
TMBIM1	na	64114
TMBIM4	na	51643
TMBIM6	na	7009
TMC1	na	117531
TMC2	na	117532
TMC3	na	342125
TMC4	na	147798
TMC5	na	79838
TMC6	na	11322
TMC7	na	79905
TMC8	na	147138
TMCC1	na	23023
TMCC2	na	9911
TMCC3	na	57458
TMCO1	na	54499
TMCO2	na	127391
TMCO3	na	55002
TMCO4	na	255104
TMCO5A	na	145942
TMCO5B	na	100652857
TMCO6	na	55374
TMED1	na	11018
TMED10	na	10972
TMED10P1	na	286102
TMED11P	na	100379220
TMED2	na	10959
TMED3	na	23423
TMED4	na	222068
TMED5	na	50999
TMED6	na	146456
TMED7	na	51014
TMED7-TICAM2	na	100302736
TMED8	na	283578
TMED9	na	54732
TMEFF1	na	8577
TMEFF2	na	23671
TMEM100	na	55273
TMEM101	na	84336
TMEM102	na	284114
TMEM104	na	54868
TMEM105	na	284186
TMEM106A	na	113277
TMEM106B	na	54664
TMEM106C	na	79022
TMEM107	na	84314
TMEM108	na	66000
TMEM109	na	79073
TMEM11	na	8834
TMEM110	na	375346
TMEM110-MUSTN1	na	100526772
TMEM114	na	283953
TMEM115	na	11070
TMEM116	na	89894
TMEM117	na	84216
TMEM119	na	338773
TMEM120A	na	83862
TMEM120B	na	144404
TMEM121	na	80757
TMEM123	na	114908
TMEM125	na	128218
TMEM126A	na	84233
TMEM126B	na	55863
TMEM127	na	55654
TMEM128	na	85013
TMEM129	na	92305
TMEM130	na	222865
TMEM131	na	23505
TMEM132A	na	54972
TMEM132B	na	114795
TMEM132C	na	92293
TMEM132D	na	121256
TMEM132E	na	124842
TMEM133	na	83935
TMEM134	na	80194
TMEM135	na	65084
TMEM136	na	219902
TMEM138	na	51524
TMEM139	na	135932
TMEM140	na	55281
TMEM141	na	85014
TMEM143	na	55260
TMEM144	na	55314
TMEM145	na	284339
TMEM147	na	10430
TMEM14A	na	28978
TMEM14B	na	81853
TMEM14C	na	51522
TMEM14E	na	645843
TMEM150A	na	129303
TMEM150B	na	284417
TMEM150C	na	441027
TMEM151A	na	256472
TMEM151B	na	441151
TMEM154	na	201799
TMEM155	na	132332
TMEM156	na	80008
TMEM158	na	25907
TMEM159	na	57146
TMEM160	na	54958
TMEM161A	na	54929
TMEM161B	na	153396
TMEM163	na	81615
TMEM164	na	84187
TMEM165	na	55858
TMEM167A	na	153339
TMEM167B	na	56900
TMEM168	na	64418
TMEM169	na	92691
TMEM17	na	200728
TMEM170A	na	124491
TMEM170B	na	100113407
TMEM171	na	134285
TMEM173	na	340061
TMEM174	na	134288
TMEM175	na	84286
TMEM176A	na	55365
TMEM176B	na	28959
TMEM177	na	80775
TMEM178A	na	130733
TMEM179	na	388021
TMEM179B	na	374395
TMEM18	na	129787
TMEM180	na	79847
TMEM181	na	57583
TMEM182	na	130827
TMEM183A	na	92703
TMEM183B	na	653659
TMEM184A	na	202915
TMEM184B	na	25829
TMEM184C	na	55751
TMEM185A	na	84548
TMEM185B	na	79134
TMEM186	na	25880
TMEM187	na	8269
TMEM189	na	387521
TMEM189-UBE2V1	na	387522
TMEM19	na	55266
TMEM190	na	147744
TMEM191A	na	84222
TMEM191B	na	728229
TMEM191C	na	645426
TMEM192	na	201931
TMEM194A	na	23306
TMEM194B	na	100131211
TMEM196	na	256130
TMEM198	na	130612
TMEM198B	na	440104
TMEM199	na	147007
TMEM2	na	23670
TMEM200A	na	114801
TMEM200B	na	399474
TMEM200C	na	645369
TMEM201	na	199953
TMEM202	na	338949
TMEM203	na	94107
TMEM204	na	79652
TMEM205	na	374882
TMEM206	na	55248
TMEM207	na	131920
TMEM208	na	29100
TMEM209	na	84928
TMEM210	na	100505993
TMEM211	na	255349
TMEM212	na	389177
TMEM213	na	155006
TMEM214	na	54867
TMEM215	na	401498
TMEM216	na	51259
TMEM217	na	221468
TMEM218	na	219854
TMEM219	na	124446
TMEM220	na	388335
TMEM221	na	100130519
TMEM222	na	84065
TMEM223	na	79064
TMEM225	na	338661
TMEM229A	na	730130
TMEM229B	na	161145
TMEM230	na	29058
TMEM231	na	79583
TMEM232	na	642987
TMEM233	na	387890
TMEM234	na	56063
TMEM235	na	283999
TMEM236	na	653567
TMEM237	na	65062
TMEM238	na	388564
TMEM239	na	100288797
TMEM240	na	339453
TMEM241	na	85019
TMEM242	na	729515
TMEM243	na	79161
TMEM244	na	253582
TMEM245	na	23731
TMEM246	na	84302
TMEM247	na	388946
TMEM248	na	55069
TMEM249	na	340393
TMEM25	na	84866
TMEM251	na	26175
TMEM252	na	169693
TMEM253	na	643382
TMEM255A	na	55026
TMEM255B	na	348013
TMEM256	na	254863
TMEM256-PLSCR3	na	100529211
TMEM257	na	9142
TMEM258	na	746
TMEM259	na	91304
TMEM26	na	219623
TMEM260	na	54916
TMEM261	na	90871
TMEM262	na	100130348
TMEM263	na	90488
TMEM27	na	57393
TMEM30A	na	55754
TMEM30B	na	161291
TMEM30C	na	644444
TMEM31	na	203562
TMEM33	na	55161
TMEM35	na	59353
TMEM37	na	140738
TMEM38A	na	79041
TMEM38B	na	55151
TMEM39A	na	55254
TMEM39B	na	55116
TMEM40	na	55287
TMEM41A	na	90407
TMEM41B	na	440026
TMEM42	na	131616
TMEM43	na	79188
TMEM44	na	93109
TMEM45A	na	55076
TMEM45B	na	120224
TMEM47	na	83604
TMEM5	na	10329
TMEM50A	na	23585
TMEM50B	na	757
TMEM51	na	55092
TMEM51-AS1	na	200197
TMEM52	na	339456
TMEM52B	na	120939
TMEM53	na	79639
TMEM54	na	113452
TMEM55A	na	55529
TMEM55B	na	90809
TMEM56	na	148534
TMEM56-RWDD3	na	100527978
TMEM57	na	55219
TMEM59	na	9528
TMEM59L	na	25789
TMEM60	na	85025
TMEM61	na	199964
TMEM62	na	80021
TMEM63A	na	9725
TMEM63B	na	55362
TMEM63C	na	57156
TMEM64	na	169200
TMEM65	na	157378
TMEM67	na	91147
TMEM68	na	137695
TMEM69	na	51249
TMEM70	na	54968
TMEM71	na	137835
TMEM72	na	643236
TMEM72-AS1	na	220980
TMEM74	na	157753
TMEM74B	na	55321
TMEM79	na	84283
TMEM80	na	283232
TMEM81	na	388730
TMEM82	na	388595
TMEM86A	na	144110
TMEM86B	na	255043
TMEM87A	na	25963
TMEM87B	na	84910
TMEM88	na	92162
TMEM88B	na	643965
TMEM89	na	440955
TMEM8A	na	58986
TMEM8B	na	51754
TMEM8C	na	389827
TMEM9	na	252839
TMEM91	na	641649
TMEM92	na	162461
TMEM95	na	339168
TMEM97	na	27346
TMEM98	na	26022
TMEM99	na	147184
TMEM9B	na	56674
TMF1	na	7110
TMIE	na	259236
TMIGD1	na	388364
TMIGD2	na	126259
TMLHE	na	55217
TMOD1	na	7111
TMOD2	na	29767
TMOD3	na	29766
TMOD4	na	29765
TMPO	na	7112
TMPPE	na	643853
TMPRSS11A	na	339967
TMPRSS11B	na	132724
TMPRSS11BNL	na	401136
TMPRSS11D	na	9407
TMPRSS11E	na	28983
TMPRSS11F	na	389208
TMPRSS11GP	na	644759
TMPRSS12	na	283471
TMPRSS13	na	84000
TMPRSS15	na	5651
TMPRSS2	na	7113
TMPRSS3	na	64699
TMPRSS4	na	56649
TMPRSS5	na	80975
TMPRSS6	na	164656
TMPRSS7	na	344805
TMPRSS9	na	360200
TMSB10	na	9168
TMSB15A	na	11013
TMSB15B	na	286527
TMSB4X	na	7114
TMSB4Y	na	9087
TMTC1	na	83857
TMTC2	na	160335
TMTC3	na	160418
TMTC4	na	84899
TMUB1	na	83590
TMUB2	na	79089
TMX1	na	81542
TMX2	na	51075
TMX2-CTNND1	na	100528016
TMX3	na	54495
TMX4	na	56255
TNC	na	3371
TNF	na	7124
TNFAIP1	na	7126
TNFAIP2	na	7127
TNFAIP3	na	7128
TNFAIP6	na	7130
TNFAIP8	na	25816
TNFAIP8L1	na	126282
TNFAIP8L2	na	79626
TNFAIP8L2-SCNM1	na	100534012
TNFAIP8L3	na	388121
TNFRSF10A	na	8797
TNFRSF10B	na	8795
TNFRSF10C	na	8794
TNFRSF10D	na	8793
TNFRSF11A	na	8792
TNFRSF11B	na	4982
TNFRSF12A	na	51330
TNFRSF13B	na	23495
TNFRSF13C	na	115650
TNFRSF14	na	8764
TNFRSF17	na	608
TNFRSF18	na	8784
TNFRSF19	na	55504
TNFRSF1A	na	7132
TNFRSF1B	na	7133
TNFRSF21	na	27242
TNFRSF25	na	8718
TNFRSF4	na	7293
TNFRSF6B	na	8771
TNFRSF8	na	943
TNFRSF9	na	3604
TNFSF10	na	8743
TNFSF11	na	8600
TNFSF12	na	8742
TNFSF12-TNFSF13	na	407977
TNFSF13	na	8741
TNFSF13B	na	10673
TNFSF14	na	8740
TNFSF15	na	9966
TNFSF18	na	8995
TNFSF4	na	7292
TNFSF8	na	944
TNFSF9	na	8744
TNIK	na	23043
TNIP1	na	10318
TNIP2	na	79155
TNIP3	na	79931
TNK1	na	8711
TNK2	na	10188
TNKS	na	8658
TNKS1BP1	na	85456
TNKS2	na	80351
TNMD	na	64102
TNN	na	63923
TNNC1	na	7134
TNNC2	na	7125
TNNI1	na	7135
TNNI2	na	7136
TNNI3	na	7137
TNNI3K	na	51086
TNNT1	na	7138
TNNT2	na	7139
TNNT3	na	7140
TNP1	na	7141
TNP2	na	7142
TNPO1	na	3842
TNPO2	na	30000
TNPO3	na	23534
TNR	na	7143
TNRC18	na	84629
TNRC6A	na	27327
TNRC6B	na	23112
TNRC6C	na	57690
TNS1	na	7145
TNS3	na	64759
TNS4	na	84951
TNXB	na	7148
TOB1	na	10140
TOB2	na	10766
TOB2P1	na	222699
TOE1	na	114034
TOLLIP	na	54472
TOM1	na	10043
TOM1L1	na	10040
TOM1L2	na	146691
TOMM20	na	9804
TOMM20L	na	387990
TOMM22	na	56993
TOMM34	na	10953
TOMM40	na	10452
TOMM40L	na	84134
TOMM5	na	401505
TOMM6	na	100188893
TOMM7	na	54543
TOMM70A	na	9868
TONSL	na	4796
TOP1	na	7150
TOP1MT	na	116447
TOP1P1	na	7151
TOP1P2	na	7152
TOP2A	na	7153
TOP2B	na	7155
TOP3A	na	7156
TOP3B	na	8940
TOPAZ1	na	375337
TOPBP1	na	11073
TOPORS	na	10210
TOR1A	na	1861
TOR1AIP1	na	26092
TOR1AIP2	na	163590
TOR1B	na	27348
TOR2A	na	27433
TOR3A	na	64222
TOR4A	na	54863
TOX	na	9760
TOX2	na	84969
TOX3	na	27324
TOX4	na	9878
TP53	na	7157
TP53AIP1	na	63970
TP53BP1	na	7158
TP53BP2	na	7159
TP53I11	na	9537
TP53I13	na	90313
TP53I3	na	9540
TP53INP1	na	94241
TP53INP2	na	58476
TP53RK	na	112858
TP53TG1	na	11257
TP53TG3	na	24150
TP53TG3B	na	729355
TP53TG3C	na	653550
TP53TG5	na	27296
TP63	na	8626
TP73	na	7161
TP73-AS1	na	57212
TPBG	na	7162
TPBGL	na	100507050
TPCN1	na	53373
TPCN2	na	219931
TPD52	na	7163
TPD52L1	na	7164
TPD52L2	na	7165
TPD52L3	na	89882
TPGS1	na	91978
TPGS2	na	25941
TPH1	na	7166
TPH2	na	121278
TPI1	na	7167
TPI1P2	na	286016
TPI1P3	na	728402
TPK1	na	27010
TPM1	na	7168
TPM2	na	7169
TPM3	na	7170
TPM4	na	7171
TPMT	na	7172
TPO	na	7173
TPP1	na	1200
TPP2	na	7174
TPPP	na	11076
TPPP2	na	122664
TPPP3	na	51673
TPR	na	7175
TPRA1	na	131601
TPRG1	na	285386
TPRG1L	na	127262
TPRKB	na	51002
TPRN	na	286262
TPRX1	na	284355
TPRXL	na	348825
TPSAB1	na	7177
TPSB2	na	64499
TPSD1	na	23430
TPSG1	na	25823
TPST1	na	8460
TPST2	na	8459
TPT1	na	7178
TPTE	na	7179
TPTE2	na	93492
TPTE2P1	na	646405
TPTE2P3	na	220115
TPTE2P6	na	374491
TPTEP1	na	387590
TPX2	na	22974
TRA2A	na	29896
TRA2B	na	6434
TRABD	na	80305
TRABD2A	na	129293
TRABD2B	na	388630
TRADD	na	8717
TRAF1	na	7185
TRAF2	na	7186
TRAF3	na	7187
TRAF3IP1	na	26146
TRAF3IP2	na	10758
TRAF3IP2-AS1	na	643749
TRAF3IP3	na	80342
TRAF4	na	9618
TRAF5	na	7188
TRAF6	na	7189
TRAF7	na	84231
TRAFD1	na	10906
TRAIP	na	10293
TRAK1	na	22906
TRAK2	na	66008
TRAM1	na	23471
TRAM1L1	na	133022
TRAM2	na	9697
TRANK1	na	9881
TRAP1	na	10131
TRAPPC1	na	58485
TRAPPC10	na	7109
TRAPPC11	na	60684
TRAPPC12	na	51112
TRAPPC13	na	80006
TRAPPC2	na	6399
TRAPPC2L	na	51693
TRAPPC2P1	na	10597
TRAPPC3	na	27095
TRAPPC3L	na	100128327
TRAPPC4	na	51399
TRAPPC5	na	126003
TRAPPC6A	na	79090
TRAPPC6B	na	122553
TRAPPC8	na	22878
TRAPPC9	na	83696
TRAT1	na	50852
TRDMT1	na	1787
TRDN	na	10345
TREH	na	11181
TREM1	na	54210
TREM2	na	54209
TREML1	na	340205
TREML2	na	79865
TREML3P	na	340206
TREML4	na	285852
TREML5P	na	221438
TRERF1	na	55809
TREX1	na	11277
TREX2	na	11219
TRH	na	7200
TRHDE	na	29953
TRHR	na	7201
TRIAP1	na	51499
TRIB1	na	10221
TRIB2	na	28951
TRIB3	na	57761
TRIL	na	9865
TRIM10	na	10107
TRIM11	na	81559
TRIM13	na	10206
TRIM14	na	9830
TRIM15	na	89870
TRIM16	na	10626
TRIM16L	na	147166
TRIM17	na	51127
TRIM2	na	23321
TRIM21	na	6737
TRIM22	na	10346
TRIM23	na	373
TRIM24	na	8805
TRIM25	na	7706
TRIM26	na	7726
TRIM27	na	5987
TRIM28	na	10155
TRIM29	na	23650
TRIM3	na	10612
TRIM31	na	11074
TRIM32	na	22954
TRIM33	na	51592
TRIM34	na	53840
TRIM35	na	23087
TRIM36	na	55521
TRIM37	na	4591
TRIM38	na	10475
TRIM39	na	56658
TRIM4	na	89122
TRIM40	na	135644
TRIM41	na	90933
TRIM42	na	287015
TRIM43	na	129868
TRIM43B	na	653192
TRIM44	na	54765
TRIM45	na	80263
TRIM46	na	80128
TRIM47	na	91107
TRIM48	na	79097
TRIM49	na	57093
TRIM49D2P	na	729384
TRIM5	na	85363
TRIM50	na	135892
TRIM52	na	84851
TRIM54	na	57159
TRIM55	na	84675
TRIM56	na	81844
TRIM58	na	25893
TRIM59	na	286827
TRIM6	na	117854
TRIM6-TRIM34	na	445372
TRIM60	na	166655
TRIM61	na	391712
TRIM62	na	55223
TRIM63	na	84676
TRIM64	na	120146
TRIM64B	na	642446
TRIM64C	na	646754
TRIM65	na	201292
TRIM66	na	9866
TRIM67	na	440730
TRIM68	na	55128
TRIM69	na	140691
TRIM7	na	81786
TRIM71	na	131405
TRIM72	na	493829
TRIM73	na	375593
TRIM74	na	378108
TRIM77	na	390231
TRIM78P	na	117852
TRIM8	na	81603
TRIM9	na	114088
TRIML1	na	339976
TRIML2	na	205860
TRIO	na	7204
TRIOBP	na	11078
TRIP10	na	9322
TRIP11	na	9321
TRIP12	na	9320
TRIP13	na	9319
TRIP4	na	9325
TRIP6	na	7205
TRIQK	na	286144
TRIT1	na	54802
TRMT1	na	55621
TRMT10A	na	93587
TRMT10B	na	158234
TRMT10C	na	54931
TRMT11	na	60487
TRMT112	na	51504
TRMT12	na	55039
TRMT13	na	54482
TRMT1L	na	81627
TRMT2A	na	27037
TRMT2B	na	79979
TRMT44	na	152992
TRMT5	na	57570
TRMT6	na	51605
TRMT61A	na	115708
TRMT61B	na	55006
TRMU	na	55687
TRNAU1AP	na	54952
TRNP1	na	388610
TRNT1	na	51095
TRO	na	7216
TROAP	na	10024
TROVE2	na	6738
TRPA1	na	8989
TRPC1	na	7220
TRPC2	na	7221
TRPC3	na	7222
TRPC4	na	7223
TRPC4AP	na	26133
TRPC5	na	7224
TRPC6	na	7225
TRPC7	na	57113
TRPM1	na	4308
TRPM2	na	7226
TRPM3	na	80036
TRPM4	na	54795
TRPM5	na	29850
TRPM6	na	140803
TRPM7	na	54822
TRPM8	na	79054
TRPS1	na	7227
TRPT1	na	83707
TRPV1	na	7442
TRPV2	na	51393
TRPV3	na	162514
TRPV4	na	59341
TRPV5	na	56302
TRPV6	na	55503
TRRAP	na	8295
TRUB1	na	142940
TRUB2	na	26995
TSACC	na	128229
TSC1	na	7248
TSC2	na	7249
TSC22D1	na	8848
TSC22D2	na	9819
TSC22D3	na	1831
TSC22D4	na	81628
TSEN15	na	116461
TSEN2	na	80746
TSEN34	na	79042
TSEN54	na	283989
TSFM	na	10102
TSG1	na	643432
TSG101	na	7251
TSGA10	na	80705
TSGA10IP	na	254187
TSGA13	na	114960
TSHB	na	7252
TSHR	na	7253
TSHZ1	na	10194
TSHZ2	na	128553
TSHZ3	na	57616
TSIX	na	9383
TSKS	na	60385
TSKU	na	25987
TSLP	na	85480
TSN	na	7247
TSNARE1	na	203062
TSNAX	na	7257
TSNAX-DISC1	na	100303453
TSNAXIP1	na	55815
TSPAN1	na	10103
